Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
ENCODE_TF_ChIP-seq_2015,MEF2A K562 hg19,1/316,0.6620334401021032,0.9999962494958698,0,0,0.9294953802416488,0.3833603408567262,C10ORF71
ENCODE_TF_ChIP-seq_2015,JUN endothelial cell of umbilical vein hg19,3/988,0.6595241683668309,0.9999962494958698,0,0,0.8877938305349473,0.3695323396748142,CTTN;ANKRD1;FADD
ENCODE_TF_ChIP-seq_2015,JUND A549 hg19,2/657,0.6590147745050264,0.9999962494958698,0,0,0.8918343742771224,0.3719032505612734,CCND1;ANKRD1
ENCODE_TF_ChIP-seq_2015,PRDM1 HeLa-S3 hg19,5/1625,0.656792206353246,0.9999962494958698,0,0,0.897119341563786,0.3771378352533238,CCND1;CTTN;PPFIA1;ASB5;UGT1A7
ENCODE_TF_ChIP-seq_2015,GATA3 SK-N-SH hg19,4/1185,0.5786143578112406,0.9999962494958698,0,0,0.9923264182895852,0.5429207090990129,NRAP;ANKRD1;SMYD1;ASB5
ENCODE_TF_ChIP-seq_2015,JUND MEL cell line mm9,1/257,0.5856096539196994,0.9999962494958698,0,0,1.1471548507462686,0.6138446610201492,FADD
ENCODE_TF_ChIP-seq_2015,FOXM1 ECC-1 hg19,2/578,0.5888351269171798,0.9999962494958698,0,0,1.0183080808080809,0.5393051802329758,CCND1;ANKRD1
ENCODE_TF_ChIP-seq_2015,CEBPB C2C12 mm9,5/1513,0.5924478334755808,0.9999962494958698,0,0,0.9696433834364868,0.5076009948973017,CHRND;NRAP;ANKRD1;ASB5;ADH7
ENCODE_TF_ChIP-seq_2015,STAT2 K562 hg19,1/271,0.6051563935508327,0.9999962494958698,0,0,1.086898839137645,0.5459148893984718,PRAME
ENCODE_TF_ChIP-seq_2015,HDAC2 MCF-7 hg19,3/913,0.6057247546024089,0.9999962494958698,0,0,0.9647675401521556,0.4836665215427209,CCND1;ANKRD1;MUC5B
ENCODE_TF_ChIP-seq_2015,JUND SK-N-SH hg19,5/1565,0.6231006644042899,0.9999962494958698,0,0,0.9346764346764348,0.4421460639216677,MYH2;CTTN;ANKRD1;FADD;ASB5
ENCODE_TF_ChIP-seq_2015,FOS HeLa-S3 hg19,3/860,0.5645889409520429,0.9999962494958698,0,0,1.0272865990485591,0.5872559356812738,CTTN;ANKRD1;ASB5
ENCODE_TF_ChIP-seq_2015,GATA2 G1E-ER4 mm9,4/1261,0.6285472227976902,0.9999962494958698,0,0,0.9285501193317424,0.4311667862338307,ACTA1;NEFM;FADD;MYH7
ENCODE_TF_ChIP-seq_2015,ZZZ3 GM12878 hg19,1/293,0.6340520740702202,0.9999962494958698,0,0,1.0038846861582498,0.4573941491530719,ACTA1
ENCODE_TF_ChIP-seq_2015,CEBPB ECC-1 hg19,4/1273,0.6360924383560043,0.9999962494958698,0,0,0.919178486997636,0.4158468104127292,SLC34A2;TNNC1;ANKRD1;FADD
ENCODE_TF_ChIP-seq_2015,EP300 ECC-1 hg19,2/635,0.6404652939375098,0.9999962494958698,0,0,0.9238833835990234,0.4116457991392625,CCND1;ANKRD1
ENCODE_TF_ChIP-seq_2015,MYOG C2C12 mm9,1/302,0.6452631761223918,0.9999962494958698,0,0,0.973421926910299,0.4264532457811341,DES
ENCODE_TF_ChIP-seq_2015,GATA3 A549 hg19,1/302,0.6452631761223918,0.9999962494958698,0,0,0.973421926910299,0.4264532457811341,ANKRD1
ENCODE_TF_ChIP-seq_2015,NFIC ECC-1 hg19,2/643,0.6472987370446092,0.9999962494958698,0,0,0.911974660804614,0.3966609752492362,SLC34A2;ANKRD1
ENCODE_TF_ChIP-seq_2015,TAL1 G1E mm9,3/983,0.6561028424999592,0.9999962494958698,0,0,0.8925588697017268,0.3761579841365325,TNNC1;NRAP;SMYD1
ENCODE_TF_ChIP-seq_2015,ZC3H11A ES-E14 mm9,3/949,0.6322081941868963,0.9999962494958698,0,0,0.9262969588550984,0.4247409820554489,MYOG;GSTM1;CACNA1S
ENCODE_TF_ChIP-seq_2015,EGR1 MCF-7 hg19,1/741,0.9235891046439872,0.9999962494958698,0,0,0.3870915691811214,0.0307691339500363,PPFIA1
ENCODE_TF_ChIP-seq_2015,CTCF epithelial cell of proximal tubule hg19,4/2051,0.928074107434887,0.9999962494958698,0,0,0.5460735222276503,0.0407609439306717,UPK1B;GSTM1;CCND1;PRAME
ENCODE_TF_ChIP-seq_2015,ZBTB33 SK-N-SH hg19,2/1234,0.9283256597199412,0.9999962494958698,0,0,0.4599567099567099,0.0342082138169817,PRAME;FADD
ENCODE_TF_ChIP-seq_2015,EP300 T47D hg19,1/1155,0.9826095347282924,0.9999962494958698,0,0,0.2428671202048682,0.0042607285701904,CCND1
ENCODE_TF_ChIP-seq_2015,TCF12 H1-hESC hg19,1/1158,0.982797094703055,0.9999962494958698,0,0,0.2421986867735651,0.004202775595674,SLC34A2
ENCODE_TF_ChIP-seq_2015,CTCF BE2C hg19,3/2174,0.982876924970083,0.9999962494958698,0,0,0.3775856570881905,0.00652142165174,CCND1;NEFM;PRAME
ENCODE_TF_ChIP-seq_2015,MAX myocyte mm9,1/1160,0.98292102584277,0.9999962494958698,0,0,0.2417549869290304,0.00416459276549,ASB5
ENCODE_TF_ChIP-seq_2015,PML GM12878 hg19,1/1179,0.984055344445534,0.9999962494958698,0,0,0.2376149811215569,0.0038192186571932,GSTM1
ENCODE_TF_ChIP-seq_2015,CEBPD HepG2 hg19,1/1181,0.9841703374664296,0.9999962494958698,0,0,0.2371869466228181,0.0037846236404573,CCND1
ENCODE_TF_ChIP-seq_2015,REST HeLa-S3 hg19,1/1183,0.9842845132082166,0.9999962494958698,0,0,0.2367603606333813,0.0037503514194709,NEFM
ENCODE_TF_ChIP-seq_2015,BCL11A GM12878 hg19,1/1186,0.984454256816321,0.9999962494958698,0,0,0.2361231815605516,0.0036995414918303,MYBPH
ENCODE_TF_ChIP-seq_2015,ELF1 HCT116 hg19,1/1194,0.9848981232202388,0.9999962494958698,0,0,0.2344397042449112,0.0035674857095614,FADD
ENCODE_TF_ChIP-seq_2015,CTCF GM06990 hg19,3/2240,0.985886099497982,0.9999962494958698,0,0,0.3650837316460919,0.0051894640121879,CCND1;PRAME;NTS
ENCODE_TF_ChIP-seq_2015,ZBTB33 A549 hg19,3/2245,0.9860925008732536,0.9999962494958698,0,0,0.364166609483291,0.0051001950653333,CCND1;ANKRD1;FADD
ENCODE_TF_ChIP-seq_2015,RAD21 HepG2 hg19,4/2685,0.9861127695411432,0.9999962494958698,0,0,0.4021587094367773,0.0056240126772279,BPIFB1;CCND1;ANKRD1;PRAME
ENCODE_TF_ChIP-seq_2015,CTCF G1E mm9,3/2246,0.9861334385248052,0.9999962494958698,0,0,0.3639836757090435,0.0050825225803435,MYOG;CACNA1S;FADD
ENCODE_TF_ChIP-seq_2015,CTCF T47D hg19,1/1219,0.986206245812544,0.9999962494958698,0,0,0.2293213734284243,0.0031852215919486,PRAME
ENCODE_TF_ChIP-seq_2015,RAD21 GM12878 hg19,4/2690,0.9863043020429296,0.9999962494958698,0,0,0.4012937453462397,0.0055339808929892,GSTM1;PRAME;CACNA1S;NTS
ENCODE_TF_ChIP-seq_2015,POLR2AphosphoS5 SK-N-MC hg19,1/1154,0.982546568004978,0.9999962494958698,0,0,0.243090704327452,0.0042802290330161,GSTM1
ENCODE_TF_ChIP-seq_2015,CTCF astrocyte of the spinal cord hg19,3/2167,0.9825246168625248,0.9999962494958698,0,0,0.3789563486421157,0.006680955035846,GSTM1;CCND1;PRAME
ENCODE_TF_ChIP-seq_2015,TAF1 MCF-7 hg19,2/1695,0.9824341630248468,0.9999962494958698,0,0,0.3264601120478261,0.0057855088450763,CCND1;PPFIA1
ENCODE_TF_ChIP-seq_2015,REST GM12878 hg19,1/1149,0.9822283488273956,0.9999962494958698,0,0,0.2442144677310312,0.0043791227439975,NEFM
ENCODE_TF_ChIP-seq_2015,RAD21 ECC-1 hg19,1/1070,0.9763715063805138,0.9999962494958698,0,0,0.2633651201429708,0.0062976192024535,CCND1
ENCODE_TF_ChIP-seq_2015,ZBTB33 HCT116 hg19,1/1074,0.9767091861981372,0.9999962494958698,0,0,0.262327690531499,0.0061821012459489,FADD
ENCODE_TF_ChIP-seq_2015,YY1 HCT116 hg19,1/1076,0.9768762382308394,0.9999962494958698,0,0,0.2618118708781673,0.0061251699501065,CCND1
ENCODE_TF_ChIP-seq_2015,RAD21 MCF-7 hg19,4/2508,0.9774916250517032,0.9999962494958698,0,0,0.4350039936102236,0.0099031072901452,CCND1;SPINK7;PPFIA1;CACNA1S
ENCODE_TF_ChIP-seq_2015,CTCF GM12867 hg19,2/1619,0.977687794261576,0.9999962494958698,0,0,0.3432282003710575,0.0077449061342616,PRAME;NTS
ENCODE_TF_ChIP-seq_2015,SIN3A A549 hg19,2/1628,0.978307867414772,0.9999962494958698,0,0,0.341160684334116,0.0074819491251952,CCND1;ANKRD1
ENCODE_TF_ChIP-seq_2015,RAD21 K562 hg19,3/2100,0.9787910601041506,0.9999962494958698,0,0,0.3925387916804226,0.008414885865808,CCND1;PRAME;CACNA1S
ENCODE_TF_ChIP-seq_2015,CTCF cardiac muscle cell hg19,2/1777,0.9864690865392804,0.9999962494958698,0,0,0.3099786598378147,0.0042229293361055,GSTM1;PRAME
ENCODE_TF_ChIP-seq_2015,GATA3 T47D hg19,1/1102,0.978943399450614,0.9999962494958698,0,0,0.2552767497661556,0.0054326600960174,FADD
ENCODE_TF_ChIP-seq_2015,KAT2A HeLa-S3 hg19,1/1112,0.9796890115825944,0.9999962494958698,0,0,0.25284468745382,0.005188396450227,FADD
ENCODE_TF_ChIP-seq_2015,CTCF HEK293 hg19,2/1654,0.9800083143216362,0.9999962494958698,0,0,0.3353144031110133,0.0067714139495123,PRAME;NTS
ENCODE_TF_ChIP-seq_2015,CTCF astrocyte of the cerebellum hg19,2/1663,0.9805667401891006,0.9999962494958698,0,0,0.3333333333333333,0.0065415227189221,CCND1;PRAME
ENCODE_TF_ChIP-seq_2015,CTCF fibroblast of upper leg skin hg19,2/1665,0.9806887985180728,0.9999962494958698,0,0,0.332896007580313,0.0064915049627652,CCND1;PRAME
ENCODE_TF_ChIP-seq_2015,POLR2AphosphoS5 HepG2 hg19,2/1668,0.9808705158325864,0.9999962494958698,0,0,0.3322419877041725,0.0064171942368572,TNNC1;FADD
ENCODE_TF_ChIP-seq_2015,SUPT20H GM12878 hg19,1/1132,0.981103039686849,0.9999962494958698,0,0,0.2481095847024823,0.0047333824482309,ANKRD1
ENCODE_TF_ChIP-seq_2015,POU2F2 GM12891 hg19,2/1684,0.9818124464090376,0.9999962494958698,0,0,0.3287932836089792,0.0060349942452838,PRAME;FADD
ENCODE_TF_ChIP-seq_2015,CREB1 A549 hg19,1/1103,0.9790191581631452,0.9999962494958698,0,0,0.2550315572771351,0.0054077063624152,PRAME
ENCODE_TF_ChIP-seq_2015,YY1 H1-hESC hg19,2/1595,0.9759507171058488,0.9999962494958698,0,0,0.3488557895337556,0.0084922622831987,SLC34A2;GSTM1
ENCODE_TF_ChIP-seq_2015,GTF3C2 HeLa-S3 hg19,1/1236,0.9870313147181564,0.9999962494958698,0,0,0.2259592724635929,0.002949562273587,CTTN
ENCODE_TF_ChIP-seq_2015,FOXA1 HepG2 hg19,3/2272,0.987158806771312,0.9999962494958698,0,0,0.3592839949825406,0.0046435135521482,CCND1;CTTN;ANKRD1
ENCODE_TF_ChIP-seq_2015,E2F6 H1-hESC hg19,2/1994,0.9933101835061866,0.9999962494958698,0,0,0.2729098211025922,0.0018318508503348,ACTN2;SCGB3A1
ENCODE_TF_ChIP-seq_2015,TFAP2A HeLa-S3 hg19,2/1995,0.9933321581124384,0.9999962494958698,0,0,0.2727576821906977,0.0018247956062764,CSRP3;ANKRD1
ENCODE_TF_ChIP-seq_2015,POLR2AphosphoS2 K562 hg19,6/3782,0.9933713493182754,0.9999962494958698,0,0,0.4140582285401858,0.0027537844131236,ANO1;SLN;CKM;TNNC1;MYL2;PPFIA1
ENCODE_TF_ChIP-seq_2015,KDM5A H1-hESC hg19,2/2000,0.9934409918593984,0.9999962494958698,0,0,0.271999271999272,0.0017899219336379,MYH1;NRAP
ENCODE_TF_ChIP-seq_2015,CTCF astrocyte hg19,2/2000,0.9934409918593984,0.9999962494958698,0,0,0.271999271999272,0.0017899219336379,GSTM1;PRAME
ENCODE_TF_ChIP-seq_2015,POLR2AphosphoS2 GM12878 hg19,2/2000,0.9934409918593984,0.9999962494958698,0,0,0.271999271999272,0.0017899219336379,GSTM1;CTTN
ENCODE_TF_ChIP-seq_2015,BRCA1 HeLa-S3 hg19,2/2000,0.9934409918593984,0.9999962494958698,0,0,0.271999271999272,0.0017899219336379,CCND1;PRAME
ENCODE_TF_ChIP-seq_2015,ATF1 K562 hg19,2/2000,0.9934409918593984,0.9999962494958698,0,0,0.271999271999272,0.0017899219336379,CCND1;PRAME
ENCODE_TF_ChIP-seq_2015,NRF1 K562 hg19,2/2000,0.9934409918593984,0.9999962494958698,0,0,0.271999271999272,0.0017899219336379,PPFIA1;FADD
ENCODE_TF_ChIP-seq_2015,RFX5 K562 hg19,2/2000,0.9934409918593984,0.9999962494958698,0,0,0.271999271999272,0.0017899219336379,CCND1;PRAME
ENCODE_TF_ChIP-seq_2015,POLR2A GM19193 hg19,2/2000,0.9934409918593984,0.9999962494958698,0,0,0.271999271999272,0.0017899219336379,GSTM1;PPFIA1
ENCODE_TF_ChIP-seq_2015,POLR2A cortical plate mm9,2/2000,0.9934409918593984,0.9999962494958698,0,0,0.271999271999272,0.0017899219336379,ACTN2;FADD
ENCODE_TF_ChIP-seq_2015,ELK4 HEK293 hg19,2/2000,0.9934409918593984,0.9999962494958698,0,0,0.271999271999272,0.0017899219336379,CTTN;FADD
ENCODE_TF_ChIP-seq_2015,ELK1 GM12878 hg19,2/2000,0.9934409918593984,0.9999962494958698,0,0,0.271999271999272,0.0017899219336379,CTTN;PRAME
ENCODE_TF_ChIP-seq_2015,MAFK H1-hESC hg19,2/2000,0.9934409918593984,0.9999962494958698,0,0,0.271999271999272,0.0017899219336379,MYH8;NEFM
ENCODE_TF_ChIP-seq_2015,CTCF GM12871 hg19,2/1993,0.9932881391149476,0.9999962494958698,0,0,0.2730621128411183,0.0018389331729717,CCND1;PRAME
ENCODE_TF_ChIP-seq_2015,GATA1 erythroblast mm9,2/1971,0.9927850723199374,0.9999962494958698,0,0,0.27645166751312,0.0020018089567467,TNNC1;NRAP
ENCODE_TF_ChIP-seq_2015,NR2F2 K562 hg19,1/1392,0.9926553988914072,0.9999962494958698,0,0,0.1989441720227046,0.0014665578444585,PRAME
ENCODE_TF_ChIP-seq_2015,TEAD4 K562 hg19,1/1358,0.9916831567235064,0.9999962494958698,0,0,0.2043027310023207,0.0017062590153758,FADD
ENCODE_TF_ChIP-seq_2015,TAF1 SK-N-SH hg19,1/1241,0.9872645881483132,0.9999962494958698,0,0,0.2249879634087626,0.0028837162590017,PRAME
ENCODE_TF_ChIP-seq_2015,IRF3 HeLa-S3 hg19,2/1809,0.987789015064756,0.9999962494958698,0,0,0.3039526420821384,0.0037344082228482,MYBPC2;CCND1
ENCODE_TF_ChIP-seq_2015,CTCF GM12866 hg19,2/1812,0.9879062245975588,0.9999962494958698,0,0,0.3033986271555332,0.0036916028304611,CCND1;PRAME
ENCODE_TF_ChIP-seq_2015,SIN3A MCF-7 hg19,1/1259,0.9880706392802758,0.9999962494958698,0,0,0.2215551811688774,0.0026589029032207,ANKRD1
ENCODE_TF_ChIP-seq_2015,CTCF GM12872 hg19,2/1823,0.988326830902046,0.9999962494958698,0,0,0.3013828565723129,0.0035387879028584,CCND1;PRAME
ENCODE_TF_ChIP-seq_2015,SP1 A549 hg19,2/1825,0.9884017819252672,0.9999962494958698,0,0,0.3010189664056916,0.0035116878734934,PRAME;FADD
ENCODE_TF_ChIP-seq_2015,CHD2 MEL cell line mm9,2/1826,0.98843908412279,0.9999962494958698,0,0,0.3008373205741627,0.0034982154327041,SMYD1;FADD
ENCODE_TF_ChIP-seq_2015,YY1 ECC-1 hg19,2/1791,0.9870625576436792,0.9999962494958698,0,0,0.3073157511391161,0.0040018226725758,SLC34A2;ANKRD1
ENCODE_TF_ChIP-seq_2015,CTCF GM12869 hg19,2/1832,0.9886604917754916,0.9999962494958698,0,0,0.2997516145057128,0.0034184545338418,CCND1;PRAME
ENCODE_TF_ChIP-seq_2015,TCF12 ECC-1 hg19,1/1285,0.9891469086084343,0.9999962494958698,0,0,0.216766634119124,0.0023654476461095,SLC34A2
ENCODE_TF_ChIP-seq_2015,KAT2A GM12878 hg19,2/1849,0.989265937761275,0.9999962494958698,0,0,0.2967137536709816,0.003202160908487,MYBPC1;FADD
ENCODE_TF_ChIP-seq_2015,POLR2A H1-hESC hg19,4/2809,0.9901970064860977,0.9999962494958698,0,0,0.3816176470588235,0.0037594525182601,MYBPC2;GSTM1;CTTN;ACTN2
ENCODE_TF_ChIP-seq_2015,POLR2A ECC-1 hg19,1/1329,0.9907544462723104,0.9999962494958698,0,0,0.209090091710124,0.0019421456818828,TNNC1
ENCODE_TF_ChIP-seq_2015,ETS1 MEL cell line mm9,2/1902,0.990960691778706,0.9999962494958698,0,0,0.2875917065390749,0.0026114507940468,NRAP;SMYD1
ENCODE_TF_ChIP-seq_2015,ZBTB33 HepG2 hg19,1/1336,0.9909875665433322,0.9999962494958698,0,0,0.207915478785846,0.0018823193546607,FADD
ENCODE_TF_ChIP-seq_2015,JUND H1-hESC hg19,3/2394,0.9910850054819772,0.9999962494958698,0,0,0.3385966605540005,0.0030321232256884,ANKRD1;PRAME;NTS
ENCODE_TF_ChIP-seq_2015,USF1 ECC-1 hg19,3/2318,0.98879995586915,0.9999962494958698,0,0,0.3512277787007808,0.0039559616806781,PIGR;ACTN2;FADD
ENCODE_TF_ChIP-seq_2015,CTCF GM12873 hg19,3/2055,0.9758780383410924,0.9999962494958698,0,0,0.4021592442645074,0.0098197881320202,MYBPC1;CCND1;PRAME
ENCODE_TF_ChIP-seq_2015,TEAD4 ECC-1 hg19,3/2051,0.9756018023249158,0.9999962494958698,0,0,0.4030348557692307,0.0099552693561209,SLC34A2;CCND1;ANKRD1
ENCODE_TF_ChIP-seq_2015,GABPA A549 hg19,3/2041,0.974898260207444,0.9999962494958698,0,0,0.40523892202008,0.0103020494976187,ANKRD1;PRAME;FADD
ENCODE_TF_ChIP-seq_2015,TAL1 MEL cell line mm9,4/2290,0.9601867903616472,0.9999962494958698,0,0,0.4824475065616798,0.0196006072001849,TNNC1;NRAP;SMYD1;FADD
ENCODE_TF_ChIP-seq_2015,ATF3 K562 hg19,2/1433,0.9604021005933152,0.9999962494958698,0,0,0.3917794295152785,0.0158291533933876,PRAME;FADD
ENCODE_TF_ChIP-seq_2015,YY1 GM12892 hg19,1/929,0.9608293460491876,0.9999962494958698,0,0,0.3056484817292846,0.0122132442616779,GSTM1
ENCODE_TF_ChIP-seq_2015,POU2F2 GM12878 hg19,2/1437,0.96088037875852,0.9999962494958698,0,0,0.3906028930419174,0.0155871465472972,PRAME;FADD
ENCODE_TF_ChIP-seq_2015,JUND CH12.LX mm9,2/1454,0.9628529338218604,0.9999962494958698,0,0,0.3856749311294766,0.0145995685287034,MYH2;MYBPH
ENCODE_TF_ChIP-seq_2015,STAT1 HeLa-S3 hg19,1/945,0.963005965003838,0.9999962494958698,0,0,0.3002150265621047,0.0113168074752857,CCND1
ENCODE_TF_ChIP-seq_2015,SIN3A HepG2 hg19,1/955,0.964305365222424,0.9999962494958698,0,0,0.2969116680747207,0.0107919272679618,CTTN
ENCODE_TF_ChIP-seq_2015,CTCF GM12868 hg19,2/1468,0.9644065075131224,0.9999962494958698,0,0,0.3817024267228905,0.0138338062915532,PPFIA1;PRAME
ENCODE_TF_ChIP-seq_2015,SIN3A SK-N-SH hg19,1/970,0.9661705797860672,0.9999962494958698,0,0,0.2920844692943949,0.0100520510052815,PRAME
ENCODE_TF_ChIP-seq_2015,CTCF retinal pigment epithelial cell hg19,4/2356,0.9664006059668456,0.9999962494958698,0,0,0.4671556122448979,0.015965895498406,GSTM1;CCND1;PRAME;NTS
ENCODE_TF_ChIP-seq_2015,ATF3 A549 hg19,3/1991,0.971088403411004,0.9999962494958698,0,0,0.4165918588453799,0.0122218766208333,CCND1;ANKRD1;FADD
ENCODE_TF_ChIP-seq_2015,TAF1 K562 hg19,2/1543,0.971735794181936,0.9999962494958698,0,0,0.3616502467897666,0.0103689929033354,ACTN2;PPFIA1
ENCODE_TF_ChIP-seq_2015,ARID3A K562 hg19,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,CCND1;PRAME;FADD
ENCODE_TF_ChIP-seq_2015,EZH2 astrocyte hg19,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,ANO1;C10ORF71;ACTN2
ENCODE_TF_ChIP-seq_2015,POLR2A small intestine mm9,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,SLC34A2;DES;FADD
ENCODE_TF_ChIP-seq_2015,ZC3H11A CH12.LX mm9,2/1429,0.9599183137644643,0.9999962494958698,0,0,0.3929625618483362,0.0160749540861646,MYOG;CACNA1S
ENCODE_TF_ChIP-seq_2015,FOXA1 T47D hg19,1/889,0.9548203542302311,0.9999962494958698,0,0,0.3200887454618797,0.0147983643101794,PPFIA1
ENCODE_TF_ChIP-seq_2015,PML MCF-7 hg19,1/887,0.9544971580095396,0.9999962494958698,0,0,0.3208449850072437,0.0149419477214897,FADD
ENCODE_TF_ChIP-seq_2015,CTCF kidney epithelial cell hg19,4/2227,0.9533032916018632,0.9999962494958698,0,0,0.4978913630229419,0.0238102487093212,GSTM1;CCND1;PRAME;NTS
ENCODE_TF_ChIP-seq_2015,JUN CH12.LX mm9,3/1659,0.9288530490514596,0.9999962494958698,0,0,0.5093645484949832,0.0375935152862761,MYH2;MYBPH;KLHL41
ENCODE_TF_ChIP-seq_2015,TRIM28 K562 hg19,4/2061,0.9297790133079946,0.9999962494958698,0,0,0.5431149732620321,0.0395433002677402,C10ORF71;PRAME;FADD;NTS
ENCODE_TF_ChIP-seq_2015,SPI1 GM12878 hg19,4/2068,0.9309511585476936,0.9999962494958698,0,0,0.5410610465116279,0.0387120870039408,CTTN;MYBPH;PRAME;NTS
ENCODE_TF_ChIP-seq_2015,RUNX3 GM12878 hg19,3/1674,0.9315859565276906,0.9999962494958698,0,0,0.5043778483634858,0.0357436520022987,GSTM1;PRAME;FADD
ENCODE_TF_ChIP-seq_2015,CTCF H1-hESC hg19,9/3890,0.9324388319849326,0.9999962494958698,0,0,0.6308831814271177,0.0441313670302497,SLC34A2;MYBPC1;GSTM1;BPIFB1;CCND1;NEFM;PRAME;NTS;LTF
ENCODE_TF_ChIP-seq_2015,SMARCC2 HeLa-S3 hg19,1/779,0.9332074821428646,0.9999962494958698,0,0,0.3674557802248398,0.0254013807066541,FADD
ENCODE_TF_ChIP-seq_2015,ELF1 A549 hg19,3/1699,0.9359311548537717,0.9999962494958698,0,0,0.4962626995645863,0.0328592196475353,CTTN;PRAME;FADD
ENCODE_TF_ChIP-seq_2015,CTCF lung hg19,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,CCND1;PRAME;FADD
ENCODE_TF_ChIP-seq_2015,TAF7 K562 hg19,1/793,0.93644162298624,0.9999962494958698,0,0,0.3606965174129353,0.0236862529359589,PRAME
ENCODE_TF_ChIP-seq_2015,SIN3A H1-hESC hg19,6/2874,0.9387870053903692,0.9999962494958698,0,0,0.5757862059657174,0.0363704896763156,SLC34A2;GSTM1;CCND1;ACTN2;ANKRD1;NEFM
ENCODE_TF_ChIP-seq_2015,CTCF Caco-2 hg19,4/2152,0.9437255051528745,0.9999962494958698,0,0,0.5174581005586593,0.0299711388047702,SLC34A2;CCND1;PRAME;FADD
ENCODE_TF_ChIP-seq_2015,POLR2AphosphoS5 SK-N-SH hg19,2/1331,0.9461756577417928,0.9999962494958698,0,0,0.4241740201108147,0.0234682940173032,NEFM;FADD
ENCODE_TF_ChIP-seq_2015,USF1 H1-hESC hg19,5/2563,0.9468474368394756,0.9999962494958698,0,0,0.5390496047259143,0.0294414341468439,PIGR;UPK1B;ACTN2;NEFM;FADD
ENCODE_TF_ChIP-seq_2015,POLR2AphosphoS5 H1-hESC hg19,2/1347,0.9486863285907096,0.9999962494958698,0,0,0.4187676016672299,0.0220594474878829,SLC34A2;PPFIA1
ENCODE_TF_ChIP-seq_2015,ZBTB7A K562 hg19,1/864,0.9506126344158874,0.9999962494958698,0,0,0.3297936735788035,0.0167035957375991,ACTN2
ENCODE_TF_ChIP-seq_2015,EP300 A549 hg19,2/1363,0.9510869318539042,0.9999962494958698,0,0,0.4134882996014516,0.0207363595059117,CCND1;ANKRD1
ENCODE_TF_ChIP-seq_2015,BCL3 A549 hg19,3/1712,0.9380906690591936,0.9999962494958698,0,0,0.4921366521132466,0.0314518001435473,CCND1;ANKRD1;FADD
ENCODE_TF_ChIP-seq_2015,POLR2AphosphoS2 HepG2 hg19,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,CCND1;ANKRD1;LMOD2
ENCODE_TF_ChIP-seq_2015,RAD21 HeLa-S3 hg19,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,ANKRD1;PRAME;FADD
ENCODE_TF_ChIP-seq_2015,SMC3 HepG2 hg19,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,CCND1;ANKRD1;PRAME
ENCODE_TF_ChIP-seq_2015,EZH2 GM12878 hg19,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,SLC34A2;MYBPC2;CCND1
ENCODE_TF_ChIP-seq_2015,EZH2 HeLa-S3 hg19,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,CCND1;SMYD1;FADD
ENCODE_TF_ChIP-seq_2015,CTCF cardiac fibroblast hg19,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,GSTM1;CCND1;PRAME
ENCODE_TF_ChIP-seq_2015,CTCF ES-Bruce4 mm9,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,GSTM1;BPIFB1;ACTN2
ENCODE_TF_ChIP-seq_2015,CTCF testis mm9,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,UPK1B;GSTM1;PPFIA1
ENCODE_TF_ChIP-seq_2015,ARID3A HepG2 hg19,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,CCND1;ANKRD1;PRAME
ENCODE_TF_ChIP-seq_2015,RCOR1 HepG2 hg19,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,ANKRD1;PRAME;FADD
ENCODE_TF_ChIP-seq_2015,SMC3 SK-N-SH hg19,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,NEFM;CACNA1S;NTS
ENCODE_TF_ChIP-seq_2015,ZNF143 GM12878 hg19,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,PPFIA1;PRAME;FADD
ENCODE_TF_ChIP-seq_2015,CTCF osteoblast hg19,3/2000,0.9718115821422566,0.9999962494958698,0,0,0.4145063749470359,0.0118521212322025,GSTM1;CCND1;PRAME
